artículo,pregunta 1,pregunta 2,pregunta 3,pregunta 4,pregunta 5,pregunta 6,pregunta 7,pregunta 8,pregunta 9,pregunta 10,pregunta 11,pregunta 12,pregunta 13,pregunta 14,pregunta 15,pregunta 16,pregunta 17
ARTÍCULO 139.,"He terminado mi programa académico, ¿qué debo hacer para obtener mi título?",¿Quién expide los títulos en la Universidad de Antioquia?,¿Qué debe contener el acta de graduación?,¿Cómo se registran los títulos expedidos por la Universidad de Antioquia?,¿Qué sucede si hay un error en mi diploma o acta de grado?,¿Puedo solicitar un duplicado de mi diploma si lo pierdo?,¿Qué debo hacer si cambio mi nombre y quiero que mi diploma refleje el cambio?,¿Cómo se expiden los diplomas en la Universidad de Antioquia?,¿Qué debo hacer para solicitar mi graduación?,¿Cómo se realiza el acto de graduación en la Universidad de Antioquia?,,,,,,,
ARTÍCULO 140.,"He terminado mi programa académico, ¿qué debo hacer para obtener mi título?",¿Quién expide los títulos en la Universidad de Antioquia?,¿Qué debe contener el acta de graduación?,¿Cómo se registran los títulos expedidos por la Universidad de Antioquia?,¿Qué sucede si hay un error en mi diploma o acta de grado?,¿Puedo solicitar un duplicado de mi diploma si lo pierdo?,¿Qué debo hacer si cambio mi nombre y quiero que mi diploma refleje el cambio?,¿Cómo se expiden los diplomas en la Universidad de Antioquia?,¿Qué debo hacer para solicitar mi graduación?,¿Cómo se realiza el acto de graduación en la Universidad de Antioquia?,,,,,,,
ARTÍCULO 141.,"Mi diploma incluirá el título que se me da en la Universidad de Antioquia, ¿verdad?",,,,,,,,,,,,,,,,
ARTÍCULO 142.,¿Cómo se registran los títulos expedidos por la Universidad de Antioquia?,¿La universidad tiene un registro de los diplomas otorgados a los estudiantes?,¿Dónde se guardan los registros de los títulos expedidos por la Universidad de Antioquia?,¿Cómo se puede hacer una búsqueda de un diploma que otorgó la universidad?,,,,,,,,,,,,,
ARTÍCULO 143.,"He terminado mi programa académico, ¿qué debe contener el acta de graduación?",¿Cómo se firma el acta de graduación en la Universidad de Antioquia?,¿Qué información legal debe incluir el acta de graduación?,¿Quiénes deben firmar el acta de graduación?,¿Qué documento reglamenta los procedimientos y trámites para el acto de graduación?,¿Qué debe incluirse en el acta de graduación respecto a los requisitos cumplidos?,¿Qué detalles de identificación personal deben estar en el acta de graduación?,¿Qué información sobre la universidad debe estar en el acta de graduación?,¿Qué información sobre el título otorgado debe estar en el acta de graduación?,¿Qué detalles de fecha y número deben estar en el acta de graduación?,,,,,,,
ARTÍCULO 144.,He terminado mi programa académico y quiero saber cómo se expiden los diplomas. ¿Qué información debe contener mi diploma?,Estoy preocupado por la validez de mi diploma. ¿Quiénes deben firmar mi diploma para que sea válido?,Quiero saber si mi diploma puede ser firmado digitalmente. ¿Es posible que mi diploma tenga una firma digital?,¿Qué autoridad otorga el título en mi diploma?,¿Puedo solicitar un diploma en formato físico en lugar de digital?,¿Qué debe expresar mi diploma para ser válido?,¿Quiénes son los firmantes necesarios en mi diploma?,¿La Universidad de Antioquia puede expedir diplomas en formatos diferentes al digital?,¿Qué legislación debe seguir la Universidad para expedir diplomas?,¿Qué información legal debe contener mi diploma?,,,,,,,
ARTÍCULO 145.,"He terminado mi programa académico y quiero graduarme, ¿qué debo hacer?","Estoy listo para graduarme, ¿a quién debo dirigir mi solicitud?",¿Cuál es el primer paso para iniciar mi proceso de graduación?,,,,,,,,,,,,,,
ARTÍCULO 146.,Estoy a punto de graduarme y quiero saber cómo se realizará la ceremonia. ¿El acto de graduación puede ser colectivo o individual?,Tengo dudas sobre la organización de mi graduación. ¿Quién reglamentará la materia del acto de graduación?,,,,,,,,,,,,,,,
ARTÍCULO 147.,"Tengo un conflicto de horarios y necesito tomar un curso en un calendario especial, ¿qué puedo hacer?",¿Qué es un curso intensivo en la Universidad de Antioquia?,¿Puedo tomar un curso intensivo si necesito completar mi carga académica en menos tiempo?,,,,,,,,,,,,,,
ARTÍCULO 148.,"Soy un estudiante de reingreso y quiero inscribirme en un curso intensivo, ¿puedo hacerlo?","He sido aceptado por transferencia y quiero tomar un curso intensivo, ¿es posible?","Estoy debidamente matriculado y quiero inscribirme en un curso intensivo, ¿qué debo hacer?",,,,,,,,,,,,,,
ARTÍCULO 149.,"Tengo un conflicto de horarios y necesito tomar un curso intensivo, ¿qué debo hacer?","Soy un estudiante de reingreso y quiero inscribirme en un curso intensivo, ¿puedo hacerlo?","He sido aceptado por transferencia y quiero tomar un curso intensivo, ¿es posible?",,,,,,,,,,,,,,
ARTÍCULO 150.,"Tengo muchas materias pendientes y quiero saber cuántas horas semanales puedo tomar, ¿cuál es el límite?",¿Qué debo hacer si necesito tomar más de 24 horas semanales de clase?,¿Cuál es el máximo número de créditos que puedo tomar?,,,,,,,,,,,,,,
ARTÍCULO 151.,"Tengo dudas sobre cómo se considera el rendimiento académico de los cursos intensivos, ¿afectará mi situación académica?","Estoy preocupado por mi rendimiento en un curso intensivo, ¿se aplicará alguna disposición específica?",¿El rendimiento académico de los cursos intensivos influirá en mi situación académica?,"Si tengo un mal rendimiento en un curso intensivo, ¿afectará mi situación académica general?",,,,,,,,,,,,,
ARTÍCULO 152.,"Tengo dudas sobre el costo de un curso intensivo, ¿cómo se determina?","Estoy planeando tomar un curso intensivo, ¿cómo se calcula el costo?",,,,,,,,,,,,,,,
ARTÍCULO 153.,"Tengo un conflicto de horarios y necesito tomar un curso de manera diferente, ¿qué puedo hacer?","Soy un estudiante con necesidades especiales y no puedo asistir a clases regulares, ¿puedo tomar un curso dirigido?",¿Quién vigilará el cumplimiento de los objetivos de un curso dirigido?,,,,,,,,,,,,,,
ARTÍCULO 154.,"Tengo un conflicto de horarios y necesito tomar un curso dirigido, ¿qué debo hacer?","Soy un estudiante con necesidades especiales y no puedo asistir a clases regulares, ¿puedo tomar un curso dirigido?",,,,,,,,,,,,,,,
ARTÍCULO 155.,"Tengo un conflicto de horarios y necesito tomar un curso dirigido, ¿afectará mi carga académica?","Estoy considerando tomar un curso dirigido, ¿tendrá los mismos efectos académicos que los cursos regulares?",¿El curso dirigido cuenta como parte de mi carga académica?,¿Tomar un curso dirigido afectará mi situación académica de la misma manera que un curso regular?,,,,,,,,,,,,,
ARTÍCULO 156.,"Quiero complementar mi formación personal con cursos adicionales, ¿puedo tomar cursos opcionales?","Estoy interesado en tomar cursos que no están en mi programa, ¿es posible?",¿Puedo tomar cursos adicionales fuera de mi programa para complementar mi formación?,"Quiero inscribirme en cursos que no están en mi plan de estudios, ¿qué debo hacer?",,,,,,,,,,,,,
ARTÍCULO 157.,"Tengo un conflicto de horarios y necesito tomar un curso opcional, ¿qué debo hacer?","Quiero inscribirme en un curso opcional pero no sé cuándo hacerlo, ¿cuál es el plazo?","Mi asesor académico me recomendó tomar un curso opcional, ¿cómo procedo?",¿Quién debe recomendarme para inscribirme en un curso opcional?,,,,,,,,,,,,,
ARTÍCULO 158.,"Tengo dudas sobre cómo se considera un curso opcional, ¿afectará mi situación académica?","Estoy considerando tomar un curso opcional, ¿tendrá los mismos efectos académicos que los cursos regulares?",,,,,,,,,,,,,,,
ARTÍCULO 159.,"Quiero cambiar de programa académico, ¿cuándo puedo hacerlo?","Me interesa otro programa académico, ¿cómo puedo solicitar el cambio?",,,,,,,,,,,,,,,
ARTÍCULO 160.,"Quiero cambiar de programa académico, ¿dónde debo tramitar mi solicitud?","Tengo dudas sobre el proceso de cambio de programa, ¿a quién debo dirigirme?",,,,,,,,,,,,,,,
ARTÍCULO 161.,"Quiero cambiar de programa pero no sé si hay cupos disponibles, ¿qué debo hacer?","He estado en mi programa actual por varios semestres, ¿cómo afecta esto mi solicitud de cambio?","Estoy interesado en un programa similar al mío, ¿esto facilita el cambio?","Mi rendimiento académico ha sido bueno, ¿esto me ayuda a cambiar de programa?",,,,,,,,,,,,,
ARTÍCULO 162.,"Estoy considerando cambiar de programa, pero me preocupa la disponibilidad de cupos. ¿Cómo afecta esto mi solicitud?","Quiero cambiar de programa, pero no estoy seguro si hay suficientes recursos. ¿Qué debe hacer la dependencia en este caso?",,,,,,,,,,,,,,,
ARTÍCULO 163.,"He cursado solo ocho asignaturas y quiero cambiar de programa, ¿puedo solicitar el cambio?","Tengo 35 créditos cursados y quiero cambiar de programa, ¿es posible?","Estoy considerando cambiar de programa pero no sé si cumplo con los requisitos, ¿qué debo verificar?","He completado 12 asignaturas en mi programa actual, ¿puedo solicitar un cambio de programa?",,,,,,,,,,,,,
ARTÍCULO 164.,"Quiero cambiar de programa y me preocupa que no se reconozcan mis cursos, ¿qué debo hacer?","Estoy considerando cambiar de programa, ¿cómo se determinará si mis cursos actuales serán reconocidos?","Tengo varios cursos aprobados en mi programa actual y quiero cambiarme a otro, ¿serán reconocidos?",,,,,,,,,,,,,,
ARTÍCULO 165.,"He sido aceptado para un cambio de programa, ¿qué sucede con mis cursos anteriores?","Estoy cambiando de programa y quiero saber si mis cursos anteriores serán reconocidos, ¿qué debo esperar?",¿Quién evalúa los cursos válidos para mi nuevo programa después de un cambio?,¿Qué hace el Consejo de Facultad una vez aceptado mi cambio de programa?,,,,,,,,,,,,,
ARTÍCULO 166.,"He cambiado de programa y quiero saber si mis cursos anteriores serán reconocidos, ¿qué debo hacer?","Estoy preocupado por mis cursos anteriores después de cambiar de programa, ¿serán válidos?",,,,,,,,,,,,,,,
ARTÍCULO 167.,"He sido aceptado en un nuevo programa, ¿cómo se determinará mi situación académica?","Estoy preocupado por mi rendimiento académico anterior, ¿afectará mi nueva matrícula?",,,,,,,,,,,,,,,
ARTÍCULO 168.,"He solicitado un cambio de programa y ha sido aprobado, ¿cuánto tiempo tengo para confirmar mi decisión?","Mi cambio de programa ha sido aprobado, pero no estoy seguro si quiero continuar, ¿qué debo hacer?",,,,,,,,,,,,,,,
ARTÍCULO 169.,"Soy un estudiante de reingreso y quiero cambiar de programa académico, ¿qué debo hacer?","He solicitado un cambio de programa como estudiante de reingreso, ¿quién decide sobre mi reingreso?",,,,,,,,,,,,,,,
ARTÍCULO 170.,"He cambiado de programa una vez y quiero cambiar de nuevo, ¿es posible?","Estoy matriculado en una tecnología que se ha transformado en una profesión, ¿puedo solicitar ingreso a este programa sin que cuente como cambio de programa?","Quiero cambiar de programa pero ya he realizado un cambio anteriormente, ¿puedo hacerlo?","Estoy en una tecnología que se ha transformado en una profesión, ¿puedo ingresar al nuevo programa sin que cuente como cambio de programa?",,,,,,,,,,,,,
ARTÍCULO 171.,"He terminado un programa académico y quiero realizar otro programa de Pregrado, ¿qué promedio necesito?","Soy un estudiante que ha terminado un programa de Pregrado en otra institución, ¿puedo aplicar a otro programa de Pregrado en la Universidad de Antioquia?",¿Cómo se calcula el promedio necesario para realizar otro programa de Pregrado?,"He terminado un programa de Pregrado en otra universidad y quiero estudiar otro programa en la Universidad de Antioquia, ¿qué promedio necesito?",¿Se tienen en cuenta todas mis notas para calcular el promedio necesario para otro programa de Pregrado?,,,,,,,,,,,,
ARTÍCULO 172.,"He sido aceptado por transferencia y quiero saber si mis cursos anteriores serán reconocidos, ¿qué debo hacer?","Estoy en proceso de cambio de programa y tengo cursos de inglés aprobados, ¿pueden ser reconocidos?","He realizado una prueba de proficiencia en inglés y quiero saber si puede ser reconocida, ¿qué debo hacer?","Estoy en proceso de reingreso y quiero saber si mis cursos anteriores serán reconocidos, ¿qué debo hacer?",,,,,,,,,,,,,
ARTÍCULO 173.,"He tomado cursos en otra universidad y quiero saber si pueden ser reconocidos, ¿qué debo verificar?","He realizado una prueba de proficiencia en inglés y quiero saber si puede ser reconocida, ¿qué debo hacer?","Estoy en proceso de reconocimiento de cursos de inglés, ¿qué verificará la Escuela de Idiomas?",,,,,,,,,,,,,,
ARTÍCULO 174.,"Estoy tomando cursos en otra universidad y quiero que sean reconocidos en la Universidad de Antioquia, ¿puedo hacerlo mientras estudio aquí?","Quiero tomar un curso en otra universidad mientras estudio en la Universidad de Antioquia, ¿es posible?",,,,,,,,,,,,,,,
ARTÍCULO 175.,"He tomado un curso en otra universidad y quiero que sea reconocido, ¿qué debo hacer?","He realizado una prueba de proficiencia en inglés y quiero que sea reconocida, ¿qué debo hacer?","He aprobado un curso de inglés en otra institución y quiero que sea reconocido, ¿qué debo hacer?",¿Cómo se registra el reconocimiento de un curso de inglés en mi historia académica?,¿Quién genera el reporte de los reconocimientos de cursos de inglés?,,,,,,,,,,,,
ARTÍCULO 176.,"He solicitado reingreso y quiero saber si mis materias anteriores serán reconocidas, ¿qué debo hacer?","Estoy en proceso de transferencia y me preocupa que no se reconozcan mis materias, ¿qué debo hacer?",,,,,,,,,,,,,,,
ARTÍCULO 177.,"He tomado un curso en otra universidad y quiero que sea reconocido, ¿qué debo hacer?","Estoy en proceso de reconocimiento de un curso y no sé qué documentos presentar, ¿qué debo demostrar?",,,,,,,,,,,,,,,
ARTÍCULO 178.,"He tomado un curso en otra universidad y quiero que sea reconocido, pero no cumplo con los prerrequisitos académicos, ¿qué sucede con mi solicitud?","Estoy en proceso de reconocimiento de un curso, pero no cumplo con los prerrequisitos del plan de estudios, ¿qué debo esperar?",,,,,,,,,,,,,,,
ARTÍCULO 179.,"He aprobado varios cursos que corresponden a uno solo en mi programa, ¿cómo se calculará mi nota de reconocimiento?","Tengo varios cursos aprobados que se reconocen como uno solo en mi programa, ¿cuál será mi nota final?",,,,,,,,,,,,,,,
ARTÍCULO 180.,"Soy un estudiante de transferencia regular y quiero saber cuántos cursos pueden ser reconocidos, ¿cuál es el límite?","Estoy en los últimos cuatro semestres de mi programa y quiero transferirme, ¿cuántos cursos pueden ser reconocidos?","Soy un estudiante de transferencia especial, ¿cuántos cursos pueden ser reconocidos en mi caso?",,,,,,,,,,,,,,
ARTÍCULO 181.,"He aprobado cursos en otro país y quiero saber si serán reconocidos, ¿qué debo hacer?","He tomado cursos en el extranjero y no hay legislación al respecto, ¿qué sucede con mi solicitud?",,,,,,,,,,,,,,,
ARTÍCULO 182.,"He tomado cursos en otra universidad con una escala de notas diferente, ¿cómo se manejará esto?","Estoy preocupado porque mis cursos anteriores tienen una escala de notas diferente, ¿qué debo hacer?",¿Qué sucede si mis cursos anteriores fueron calificados con una escala de notas diferente a la de la Universidad de Antioquia?,,,,,,,,,,,,,,
ARTÍCULO 183.,"He solicitado el reconocimiento de un curso que tomé en otra universidad, ¿tendré que pagar por este curso?","Estoy en proceso de transferencia y me preocupa el costo de los cursos reconocidos, ¿debo pagar por ellos?","Quiero saber si los cursos que me reconocen tendrán algún costo adicional, ¿es así?",,,,,,,,,,,,,,
ARTÍCULO 184.,"Soy estudiante y me preocupa que cambien mi plan de estudios, ¿quién puede hacer estas modificaciones?","Estoy en medio de mi carrera y he escuchado que pueden cambiar el plan de estudios, ¿por qué harían esto?",¿Qué pasos se siguen para modificar un plan de estudios en la Universidad de Antioquia?,,,,,,,,,,,,,,
ARTÍCULO 185.,"Estoy preocupado porque el plan de estudios de mi programa ha sido modificado, ¿qué sucederá con la duración de mis estudios?","Mi programa académico ha cambiado y temo que esto alargue mi tiempo de estudio, ¿qué medidas se tomarán?",,,,,,,,,,,,,,,
ARTÍCULO 186.,"Estoy preocupado por los cambios en mi plan de estudios, ¿qué sucederá con los cursos que ya he tomado?","Mi programa académico ha sido modificado, ¿tendré que tomar nuevos cursos obligatorios?","He escuchado que habrá cambios en mi plan de estudios, ¿cómo afectará esto a mis cursos actuales?",,,,,,,,,,,,,,
ARTÍCULO 187.,"He sido aceptado por reingreso y estoy preocupado por cómo se manejarán mis cursos anteriores, ¿qué debo esperar?","Estoy en proceso de transferencia y quiero saber cómo se adaptará mi plan de estudios, ¿qué sucederá?","He cambiado de programa y me preocupa cómo se integrarán mis cursos anteriores, ¿qué hará el Consejo de Facultad?",,,,,,,,,,,,,,
ARTÍCULO 188.,"Tengo una situación excepcional y no puedo terminar un curso, ¿qué debo hacer?","Estoy preocupado por mi calificación en un curso que no puedo terminar, ¿qué sucederá?",¿Qué pasa si tengo que aplazar la terminación de varios cursos por razones excepcionales?,¿Quién debe aceptar las razones excepcionales para aplazar la terminación de un curso?,,,,,,,,,,,,,
ARTÍCULO 189.,"Tengo un curso con la notificación de incompleto y estoy preocupado por mi situación académica, ¿qué sucederá?","Estoy en proceso de resolver un incompleto en un curso, ¿cómo afecta esto mi situación académica?",,,,,,,,,,,,,,,
ARTÍCULO 190.,"Tengo un curso incompleto y estoy preocupado por el plazo para resolverlo, ¿cuánto tiempo tengo?","No he podido resolver mi incompleto dentro del plazo, ¿qué sucederá con mi calificación?","Estoy en movilidad saliente y tengo un curso incompleto, ¿puedo obtener un plazo adicional?","Tengo evaluaciones faltantes en un curso incompleto, ¿qué norma rige para presentarlas?",,,,,,,,,,,,,
ARTÍCULO 191.,"Necesito un certificado de asistencia para una beca, ¿quién lo expide?","Estoy aplicando a un trabajo y me piden un certificado de conducta, ¿dónde lo solicito?","Quiero verificar mis calificaciones para un intercambio académico, ¿quién puede expedir el certificado?","He terminado mi programa y necesito el acta de grado, ¿dónde la obtengo?",,,,,,,,,,,,,
ARTÍCULO 192.,"Necesito un certificado académico de un curso y mi profesor me ofreció expedirlo, ¿es válido?","Mi jefe de departamento me dio un certificado académico de un curso, ¿puedo usarlo?",,,,,,,,,,,,,,,
ARTÍCULO 193.,"Necesito un certificado de información académica para una beca, ¿quién puede solicitarlo?","Mis padres necesitan un certificado de mis calificaciones, ¿pueden solicitarlo?","Una dependencia de la Universidad me pidió un certificado de información académica, ¿es posible obtenerlo?","Estoy aplicando a otra universidad y necesitan mis calificaciones, ¿pueden solicitar el certificado?","Una entidad legalmente autorizada necesita mi certificado de información académica, ¿pueden obtenerlo?",,,,,,,,,,,,
ARTÍCULO 194.,"He terminado mi programa y necesito un certificado de calificaciones, ¿qué información incluirá?","Quiero saber si mi certificado de calificaciones incluirá los cursos que repetí, ¿es así?","He recibido varios reconocimientos durante mi carrera, ¿aparecerán en mi certificado de calificaciones?",,,,,,,,,,,,,,
ARTÍCULO 195.,"Estoy en mi último semestre y necesito un certificado de mis calificaciones para una beca, ¿qué debo hacer?","No me he graduado y necesito un resumen de mis calificaciones para un intercambio académico, ¿puedo obtenerlo?",,,,,,,,,,,,,,,
ARTÍCULO 196.,"He participado en un seminario y necesito un certificado, ¿qué debo hacer?","Estoy preocupado porque no sé si cumplo con los requisitos para obtener un certificado de un curso de actualización, ¿qué debo verificar?","He asistido a varios cursos de capacitación y necesito un certificado, ¿quién lo expide?","Quiero obtener un certificado por asistir a un simposio, ¿qué requisitos debo cumplir?",,,,,,,,,,,,,
ARTÍCULO 197.,"Estoy preocupado por mi progreso académico, ¿cómo define la Universidad mi nivel?","Quiero saber en qué nivel me encuentro en mi programa, ¿cómo lo determina la Universidad?",,,,,,,,,,,,,,,
ARTÍCULO 198.,"Estoy en mi primer semestre y he aprobado 18 ULAS-semana, ¿en qué nivel me encuentro?","He aprobado 35 ULAS-semana, ¿cuál es mi nivel académico?","Tengo 45 ULAS-semana aprobadas, ¿en qué nivel estoy?","He aprobado 60 ULAS-semana, ¿cuál es mi nivel?",,,,,,,,,,,,,
ARTÍCULO 199.,"He perdido mi diploma original y necesito un duplicado, ¿qué debo hacer?","Mi diploma original está deteriorado, ¿puedo obtener un duplicado?","Hay un error en mi diploma original, ¿puedo solicitar un reemplazo?","He cambiado mi nombre y quiero que mi diploma refleje el cambio, ¿qué debo hacer?","Quiero cambiar mi diploma a formato digital, ¿es posible?",,,,,,,,,,,,
ARTÍCULO 200.,"He perdido mi diploma original y necesito un duplicado, ¿qué debo hacer?","Mi diploma original está deteriorado, ¿puedo obtener un duplicado?",,,,,,,,,,,,,,,
ARTÍCULO 201.,"He encontrado un error en mi diploma original, ¿qué debo hacer para corregirlo?","He cambiado mi nombre y quiero que mi diploma refleje el cambio, ¿qué debo hacer?","Mi diploma tiene un error manifiesto, ¿cómo puedo obtener un reemplazo?","He cambiado mi filiación y quiero que mi diploma refleje este cambio, ¿qué debo hacer?",,,,,,,,,,,,,
ARTÍCULO 202.,"He cambiado mi diploma a formato digital, ¿qué debo hacer para obtener el reemplazo?","Estoy preocupado por el procedimiento para cambiar mi diploma a formato digital, ¿quién regula esto?","Quiero cambiar mi diploma a formato digital, ¿qué documentos necesito presentar?",,,,,,,,,,,,,,
ARTÍCULO 203.,"He solicitado un duplicado de mi diploma, ¿cómo se reflejará esto en el nuevo documento?","Mi diploma original tiene un error y he solicitado un reemplazo, ¿qué información incluirá el nuevo diploma?","Estoy preocupado por la validez de mi diploma duplicado, ¿cómo se indicará que es un duplicado?",,,,,,,,,,,,,,
ARTÍCULO 204.,"Estoy preocupado por mi sentido de pertenencia a la Universidad, ¿qué debe estimular el proceso de enseñanza aprendizaje?","Quiero entender mejor mis deberes y derechos como estudiante, ¿cómo se relacionan con el proceso de enseñanza aprendizaje?",,,,,,,,,,,,,,,
ARTÍCULO 205.,"Tengo dudas sobre mis derechos como estudiante, ¿qué debo hacer?","Estoy preocupado por mis derechos en la Universidad, ¿qué normas debo seguir?",,,,,,,,,,,,,,,
ARTÍCULO 206.,"Tengo dudas sobre mis obligaciones como estudiante, ¿qué debo hacer?","No estoy seguro de cuáles son mis deberes como estudiante, ¿puedes aclararlo?","He faltado a varias clases, ¿es esto un problema?","Tuve un desacuerdo con un profesor, ¿cómo debo manejarlo?","Quiero formar una asociación estudiantil, ¿tengo derecho a hacerlo?","He presenciado actos de discriminación en la universidad, ¿qué debo hacer?","Quiero usar una sala de estudio para un proyecto personal, ¿es posible?",,,,,,,,,,
ARTÍCULO 207.,"Estoy buscando información sobre los estímulos que ofrece la Universidad, ¿qué tipo de reconocimientos y servicios puedo esperar?","Quiero saber más sobre los beneficios que puedo recibir como estudiante, ¿qué disposiciones debo revisar?",,,,,,,,,,,,,,,
ARTÍCULO 208.,"He participado en varias actividades culturales y deportivas, ¿puedo ser reconocido por la Universidad?","No tengo sanciones disciplinarias y he destacado en la investigación, ¿puedo recibir un reconocimiento?","He estado muy activo en el servicio a la comunidad, ¿la Universidad me reconocerá por esto?",,,,,,,,,,,,,,
ARTÍCULO 209.,"He tenido un rendimiento académico sobresaliente, ¿qué tipo de reconocimientos puedo recibir?","Estoy en un programa regionalizado y quiero saber si puedo recibir reconocimientos económicos, ¿es posible?","He participado en actividades de investigación y quiero saber si puedo recibir algún premio, ¿qué debo hacer?","Tengo un promedio alto y quiero saber si puedo obtener una beca, ¿qué debo hacer?","He destacado en actividades académicas y quiero saber si puedo recibir una matrícula de honor, ¿es posible?",,,,,,,,,,,,
ARTÍCULO 210.,"Soy un estudiante y necesito apoyo financiero, ¿qué tipo de becas ofrece la Universidad?","Estoy interesado en una beca, pero no sé qué tipos hay, ¿puedes explicarlo?",,,,,,,,,,,,,,,
ARTÍCULO 211.,"He obtenido un promedio ULA de 4.6 en el semestre anterior, ¿puedo ser becario?","He cursado 18 ULAS semana en el semestre anterior, ¿puedo ser becario?","He reprobado un curso en el semestre anterior, ¿puedo ser becario?","Tengo una sanción disciplinaria en mi hoja de vida, ¿puedo ser becario?","Estoy recibiendo un pago por servicios, ¿puedo ser becario?",,,,,,,,,,,,
ARTÍCULO 212.,"Tengo dudas sobre cuándo se adjudicarán las becas, ¿dónde puedo encontrar esta información?","Estoy interesado en solicitar una beca, ¿cómo puedo saber el procedimiento para hacerlo?","Quiero saber cuánto dinero recibiré si obtengo una beca, ¿dónde puedo encontrar esta información?",,,,,,,,,,,,,,
ARTÍCULO 213.,"He sido beneficiado con una beca, pero no estoy seguro si debo matricularme el próximo semestre, ¿qué debo hacer?","Tengo una beca y estoy considerando tomar un semestre sabático, ¿perderé mi beca?",,,,,,,,,,,,,,,
ARTÍCULO 214.,"He tenido un rendimiento académico sobresaliente y estoy en un programa de Pregrado, ¿puedo obtener una matrícula de honor?","Estoy en mi tercer semestre y quiero saber si puedo obtener una matrícula de honor, ¿es posible?",,,,,,,,,,,,,,,
ARTÍCULO 215.,"He obtenido una matrícula de honor y ya pagué mis derechos de matrícula, ¿puedo obtener un reembolso?","He concluido mi programa académico y obtuve una matrícula de honor, ¿qué sucede con el valor de mis derechos de matrícula?","Tengo una matrícula de honor y estoy obligado a pagar derechos de matrícula, ¿debo pagar el próximo semestre?",,,,,,,,,,,,,,
ARTÍCULO 216.,"He cursado 14 créditos en el semestre anterior y quiero saber si puedo obtener una matrícula de honor, ¿es posible?","He reprobado un curso en el semestre anterior, ¿puedo obtener una matrícula de honor?","Tengo el promedio crédito más alto de mi programa, ¿puedo obtener una matrícula de honor?","Tengo una sanción disciplinaria en mi hoja de vida, ¿puedo obtener una matrícula de honor?","Estoy en un programa que no se ha transformado conforme a la Ley 1188 de 2008, ¿cuántos créditos debo cursar para obtener una matrícula de honor?",,,,,,,,,,,,
ARTÍCULO 217.,"Mi amigo y yo tenemos el mismo promedio y cumplimos con los requisitos para la matrícula de honor, ¿qué sucede en este caso?","Hay varios estudiantes en mi programa que cumplen con los requisitos para la matrícula de honor, ¿quién la recibe?","Estoy preocupado porque varios de mis compañeros también cumplen con los requisitos para la matrícula de honor, ¿qué pasa si todos cumplimos?",,,,,,,,,,,,,,
ARTÍCULO 218.,"He tenido un rendimiento académico sobresaliente y quiero saber quién concede la matrícula de honor, ¿qué debo hacer?","Mi Consejo de Facultad ha recomendado que reciba una matrícula de honor, ¿quién toma la decisión final?",,,,,,,,,,,,,,,
ARTÍCULO 219.,"He obtenido una matrícula de honor y quiero saber si debo matricularme el próximo semestre, ¿qué debo hacer?","He concluido mi programa académico y obtuve una matrícula de honor, ¿qué sucede con la exención del pago?",,,,,,,,,,,,,,,
ARTÍCULO 220.,"Estoy preocupado por cuándo se adjudicarán las matrículas de honor, ¿dónde puedo encontrar esta información?","Quiero saber cómo se otorgarán las matrículas de honor, ¿qué debo hacer?",,,,,,,,,,,,,,,
ARTÍCULO 221.,"He realizado una investigación autónoma y quiero saber si puedo participar en el Premio a la Investigación Estudiantil, ¿es posible?","Mi grupo de investigación y yo hemos trabajado en un proyecto, ¿podemos optar al Premio a la Investigación Estudiantil?","Estoy interesado en el estímulo económico del Premio a la Investigación Estudiantil, ¿cuánto es el premio?","He trabajado en una investigación en Ciencias Sociales y Humanas, ¿puedo participar en el Premio a la Investigación Estudiantil?","Mi investigación es en Ingeniería y Tecnologías, ¿puedo optar al Premio a la Investigación Estudiantil?",,,,,,,,,,,,
ARTÍCULO 222.,"He realizado una investigación y quiero participar en el concurso, ¿quién fija los criterios de evaluación?","Estoy preocupado por la designación de los jurados para el concurso de investigación, ¿quién los nombra?","Quiero saber cómo se seleccionan las investigaciones ganadoras, ¿quién propone los nombres al Consejo Académico?","Estoy interesado en participar en el concurso de investigación, ¿quién se encarga de convocarlo?","Tengo dudas sobre los recursos para el concurso de investigación, ¿quién los dispone?",,,,,,,,,,,,
ARTÍCULO 223.,"He egresado recientemente y quiero participar en el concurso de investigación, ¿puedo hacerlo?","Tengo una sanción disciplinaria en mi hoja de vida, ¿puedo presentar mi trabajo de investigación?","Mi trabajo de investigación tiene un aporte científico significativo, ¿cómo puedo postularlo?","Soy profesor y quiero postular el mejor trabajo de mi programa, ¿cuántos trabajos puedo postular?",,,,,,,,,,,,,
ARTÍCULO 224.,"He ganado un premio por mi trabajo de investigación y quiero saber si la Universidad puede publicarlo, ¿es posible?","Estoy preocupado por las regalías de mi trabajo publicado, ¿recibiré algún pago?","Quiero saber si recibiré algún reconocimiento en la publicación de mi trabajo, ¿qué debo esperar?","He ganado un premio y quiero saber si recibiré copias de mi trabajo publicado, ¿es posible?",,,,,,,,,,,,,
ARTÍCULO 225.,"He trabajado en una investigación y quiero saber cuándo se otorgan los premios, ¿qué debo hacer?","Estoy interesado en participar en el concurso de investigación, ¿cuándo se entregan los premios?",,,,,,,,,,,,,,,
